chesterton	2	1559,1603
chino	1	86
christie	6	100,765,698,1653,1984,681
churchill	2	48,37
claudel	2	1582,1540
cleóbulo	2	855,1388
cocteau	6	1186,1326,732,21,611,433
coelho	4	409,35,1401,1688
comte	3	1698,142,105
corneille	2	469,1721
cortazar	31	489,1522,317,1951,3,1352,1068,4,1749,1319,304,1654,1986,1825,668,1297,753,908,363,1870,806,1274,461,1657,1858,1656,1349,1661,1131,1260,1311
curie	3	629,1953,1313
césar	4	431,342,1321,1918
d'aurevilly	1	1400
da	3	243,1574,1213
dalí	3	637,1347,597
daudet	2	52,821
de	264	1242,1032,1584,1327,777,1757,1940,1389,692,305,1282,1367,1244,1748,636,390,1078,1898,10,286,1925,1235,1996,316,706,1157,1998,359,566,1942,1589,194,191,247,28,1005,1805,1809,1696,1493,1230,718,1600,1773,657,1515,1884,84,949,377,798,1445,1537,1539,1889,641,1023,1107,91,1852,520,103,580,1103,1437,327,1372,1396,1591,1523,1207,1557,290,1855,906,1102,666,1954,662,442,449,396,1827,650,325,309,32,635,53,648,530,693,774,579,1503,1468,1428,1492,1727,724,146,814,1621,986,582,485,1714,76,122,551,572,1203,1404,1531,896,1985,1446,209,1686,1706,434,870,901,459,528,755,892,1614,932,1167,426,845,1109,406,1594,1612,1633,656,437,682,1115,1776,651,891,968,407,609,230,1294,1394,660,456,319,797,1432,1388,216,213,1528,353,610,114,1348,1222,576,1867,1854,1944,1350,378,466,1039,1185,1758,1630,1516,1902,339,1424,1717,1914,487,956,267,1912,354,236,90,465,969,659,731,714,1845,1981,1724,332,1312,1903,516,1058,45,1592,1371,234,1219,1480,1658,1649,167,958,1834,1053,982,1840,1777,229,34,604,1974,1266,65,1135,1707,1875,418,757,869,1101,1798,1664,758,855,1813,197,873,18,699,186,188,663,265,517,1113,276,925,723,36,1241,554,1692,370,1765,1496,661,1934,729,307,735,331,1199,1746,1844,881
delibes	2	259,1819
denis	4	1380,1812,444,1263
descartes	2	1066,1644
dickens	98	1932,162,1009,1033,139,1064,1111,808,1956,619,1059,310,1744,358,1799,1566,40,379,1555,1795,1808,1148,1964,298,1393,1447,1785,1771,1552,1976,670,1907,368,1325,1734,1818,11,1208,1590,1941,348,1409,1864,730,1395,594,25,375,280,1687,506,322,1267,1738,612,716,831,1337,1110,1280,934,411,1168,238,1670,1892,871,817,875,1874,41,523,910,475,1137,990,1525,832,43,1308,208,1317,1340,827,447,917,196,1729,1767,1461,627,1096,1643,143,1908,1876,606,1702
diderot	4	1380,1812,444,1263
dietrich	3	131,565,812
dostoievski	198	55,326,960,19,47,1040,646,1567,760,899,1162,256,1772,239,759,684,738,1751,786,1952,288,767,1709,749,997,46,850,1637,99,1739,1982,1221,943,1619,1904,596,22,1466,830,1031,1285,1565,1806,384,1938,170,654,721,214,301,897,1830,352,1541,1695,1449,1596,1074,1233,268,1667,127,1117,1958,1747,1995,49,1252,923,161,341,1273,1836,1007,420,643,1163,1329,1684,1149,1345,1500,1761,1151,328,262,649,1255,291,1366,1816,1212,1866,110,557,1887,8,1164,220,1504,13,210,1651,116,1364,1454,1127,584,926,1719,1359,303,1112,1216,1354,998,1948,1324,877,427,1465,63,775,1568,1588,1708,1962,1422,1426,1814,171,1181,746,1082,942,853,564,999,816,106,1862,1622,97,558,1291,784,820,1841,1471,1712,1293,1121,1041,282,728,1586,1950,1720,1365,372,801,1593,1947,1915,289,543,673,807,1532,1680,1983,464,851,1485,1344,1027,1481,518,1287,1977,605,863,1786,1967,439,625,876,1615,970,811,1740,1718,1742,1116,954,833,344,602
duma	1	1659
dumas	109	620,1399,1341,1120,1438,773,96,748,1511,935,928,1211,521,1820,26,509,58,1333,809,467,1550,1338,480,1310,1775,231,453,1220,1298,1161,618,919,1861,87,1195,1913,1978,1662,1837,30,911,1083,608,1090,1598,1440,823,1563,1248,1512,425,82,223,736,74,857,1873,477,793,1051,33,1130,1257,1571,1505,800,950,1513,1128,1373,1920,1423,357,1448,1784,1689,72,683,1245,1357,1694,1304,941,1342,150,787,1070,1104,840,1581,1249,1375,1225,1673,737,914,690,1275,101,745,297,538,719,1626,182,1286,1800,849,333
edgar	65	292,1850,460,1810,1170,1462,1737,1579,1730,1306,1905,337,938,404,1863,1853,888,1253,1472,1240,323,428,751,264,507,1385,215,44,501,860,1044,1179,1272,1610,1705,312,1896,993,1923,329,733,607,1061,1067,1804,916,1490,1672,1900,1279,1831,511,846,1194,1849,1856,1882,1554,750,1369,836,1811,413,173,586
eduardo	11	1703,1629,391,371,1087,1118,1675,574,1014,1560,346
einstein	3	1640,1418,1084
elbert	2	632,1071
emerson	3	1570,338,884
epicteto	3	660,1531,870
erasmo	2	114,699
ernest	5	1789,598,376,1685,556
ernesto	8	872,206,1802,581,1770,1917,462,1415
esquivel	5	1302,144,1642,450,1613
f	3	1957,1735,1807
faulkner	4	1063,397,1456,1464
federico	5	894,1217,1787,1351,1270
fiodor	198	55,326,960,19,47,1040,646,1567,760,899,1162,256,1772,239,759,684,738,1751,786,1952,288,767,1709,749,997,46,850,1637,99,1739,1982,1221,943,1619,1904,596,22,1466,830,1031,1285,1565,1806,384,1938,170,654,721,214,301,897,1830,352,1541,1695,1449,1596,1074,1233,268,1667,127,1117,1958,1747,1995,49,1252,923,161,341,1273,1836,1007,420,643,1163,1329,1684,1149,1345,1500,1761,1151,328,262,649,1255,291,1366,1816,1212,1866,110,557,1887,8,1164,220,1504,13,210,1651,116,1364,1454,1127,584,926,1719,1359,303,1112,1216,1354,998,1948,1324,877,427,1465,63,775,1568,1588,1708,1962,1422,1426,1814,171,1181,746,1082,942,853,564,999,816,106,1862,1622,97,558,1291,784,820,1841,1471,1712,1293,1121,1041,282,728,1586,1950,1720,1365,372,801,1593,1947,1915,289,543,673,807,1532,1680,1983,464,851,1485,1344,1027,1481,518,1287,1977,605,863,1786,1967,439,625,876,1615,970,811,1740,1718,1742,1116,954,833,344,602
flaubert	4	1924,1971,283,1482
fontaine	4	216,932,1714,797
fontenelle	2	353,554
foscolo	2	595,747
france	3	1741,1224,1843
francis	3	1057,175,1420
francisco	7	34,267,1219,1294,84,1954,881
franklin	3	547,590,858
franz	3	573,634,1301
françois	8	642,1107,1470,862,1898,1528,209,377
françois-rené	3	729,580,1852
frigia	3	660,1531,870
frost	1	799
fuentes	5	882,1320,1859,1906,1412
félix	2	307,276
g	3	1526,1303,254
gabriel	40	514,794,135,1759,1937,430,741,1839,947,1403,108,945,792,1056,1383,541,192,700,1639,204,62,874,929,781,1611,1314,1949,1379,577,1178,1535,1666,1141,1797,226,1520,976,1238,1553,5
galdós	3	626,1165,754
galeano	3	1014,1675,1087
gandhi	3	73,1793,1459
garcía	46	514,794,135,1759,1937,430,741,1839,947,1403,108,945,792,1056,1383,541,192,894,700,1639,204,1351,62,874,929,781,1611,1314,1949,1379,577,1178,1535,1666,952,1141,1797,226,1520,976,1217,1787,1238,1270,1553,5
gelman	2	1091,1092
george	52	1638,921,69,1857,1269,235,93,1848,756,592,1012,393,1601,1722,416,927,1467,810,1620,1100,1587,944,279,1460,1817,441,1888,1561,164,490,1079,1226,38,336,472,1899,185,1073,1936,1665,134,1262,1510,482,1602,278,248,804,1826,1945,1893,534
giacomo	5	856,498,1885,157,1895
gilbert	2	1559,1603
giordano	4	1475,1239,14,815
giovanni	3	1205,7,61
goddard	2	1668,587
goethe	24	405,1502,1483,356,1001,1271,92,1701,655,1,1631,720,1488,217,712,768,1264,1254,51,1050,398,94,39,709
gogh	5	412,1628,591,1669,628
gorki	3	1106,1323,835
graham	6	539,616,907,1573,531,60
greene	6	539,616,907,1573,531,60
groucho	4	600,15,177,585
guevara	3	1917,1802,1770
guillaume	7	1580,1509,1150,491,374,1427,1931
gustave	4	1924,1971,283,1482
guy	119	1242,1584,1757,1389,692,1282,1748,1078,1925,1998,566,1942,194,28,1696,1493,718,1600,657,1884,1445,798,1537,1023,91,520,103,1437,1396,1207,290,906,1102,662,449,396,650,325,309,32,635,693,774,1777,1468,814,146,1621,485,572,1404,896,1985,1686,434,901,528,1167,845,406,1594,1612,1633,656,437,651,891,407,609,1394,456,319,1432,610,1222,576,1758,1185,339,487,956,1912,1981,1724,332,1903,1058,45,1371,234,1480,1658,1649,167,1834,1053,1840,604,65,1707,1875,418,757,869,1798,1813,197,873,186,663,517,1113,925,36,1934,370,1765,661,331
gómez	2	1266,1855
hawking	3	193,503,1599
heine	4	1877,345,1585,126
heinrich	4	1877,345,1585,126
hemingway	5	1789,598,376,1685,556
henri	3	355,631,679
henry	15	795,89,1970,847,104,179,879,401,1792,964,1126,156,1683,71,710
hermann	7	1290,117,829,273,1860,752,1725
hernández	8	1691,1507,1489,81,1618,1416,615,1177
hesse	3	829,1725,117
holbach	2	1889,1199
honoré	3	90,359,1940
horacio	7	1278,1189,293,561,868,1036,1142
hp	4	1215,107,782,1232
hubbard	2	632,1071
hugo	11	913,1452,967,1209,174,1256,1105,1336,614,253,553
hussein	1	165
huxley	6	535,1697,1842,138,24,202
ignacio	8	1425,1745,1229,141,1134,1521,1016,844
immanuel	2	497,136
ingenieros	2	1174,601
ingrid	2	1417,1922
ippolito	2	195,588
isaac	4	1838,1752,822,1608
isabel	46	1182,176,1008,1754,1823,492,540,244,743,966,1054,454,671,685,893,1010,1711,904,522,1034,1534,1169,350,1715,1871,624,1356,552,1133,630,470,306,227,1519,1436,1114,1408,1355,703,834,1728,246,481,1545,555,1028
italo	1	160
jacinto	3	766,1993,1780
jacques	3	1501,762,1175
jaime	4	1197,772,387,763
jane	3	974,1261,515
jean	20	1244,797,216,21,611,198,1714,122,1218,1668,433,486,1186,932,1326,732,587,1515,1968,493
jean-jacques	3	902,1214,270
jim	3	1191,237,1946
jiménez	2	1499,722
jm	1	1635
jodorowsky	3	769,113,1300
john	9	841,56,1386,1807,961,562,1735,1957,88
jonathan	3	848,985,1397
jorge	6	70,277,1098,1305,903,702
josé	43	445,172,1315,677,1676,1901,1469,713,180,1174,1172,59,510,796,1339,1733,20,613,544,918,537,455,1384,429,1514,791,1736,1583,686,2,1764,1769,446,601,1283,366,335,415,1288,1309,145,250,1495
juan	162	1196,1803,512,1258,1158,689,1284,1048,785,1346,1453,351,80,232,1223,1227,1402,1939,1960,1963,233,1171,1431,1833,271,499,1988,473,311,669,295,1035,98,1210,726,255,1756,802,169,224,340,842,640,152,740,1143,1089,1959,260,1081,1108,622,1617,414,638,971,1091,115,1543,300,1473,1829,722,1391,1894,1624,1578,1450,1085,1024,125,864,959,1549,1190,761,1004,1092,1335,1930,1782,789,1623,1677,725,764,334,421,953,1299,1499,1398,1529,1890,1055,922,488,1909,1136,133,1060,364,382,878,1755,1156,1897,1234,1075,1655,1975,1851,697,1202,1562,1660,1556,154,78,665,1636,1743,1762,502,225,1015,583,435,1277,1650,1544,695,109,95,1374,1458,778,1506,163,1243,1647,644,168,266,854,1879,158,373,1316,400,189,1498,963,1609,201,652,228,1605,1966,1474,1595,1138
jules	36	824,120,1881,129,803,12,128,249,281,1017,149,1768,1152,140,423,889,825,1606,1176,1663,440,639,1625,1992,380,1237,589,734,483,994,1251,50,1400,1377,957,422
julio	31	489,1522,317,1951,3,1352,1068,4,1749,1319,304,1654,1986,1825,668,1297,753,908,363,1870,806,1274,461,1657,1858,1656,1349,1661,1131,1260,1311
jung	1	308
kafka	3	573,634,1301
kant	2	497,136
karr	3	1072,479,1750
keith	2	1559,1603
kempis	3	53,551,755
kennedy	3	1957,1735,1807
king	3	504,1159,1435
kipling	3	711,783,476
kundera	5	212,1699,1597,1026,1577
la	17	1107,236,1266,1515,797,122,932,1714,1898,216,777,1528,209,1855,377,1244,1005
lagerlöf	3	1916,222,1406
lamartine	3	599,354,579
laura	5	1302,144,1642,450,1613
le	2	353,554
lem	2	1627,567
lennon	2	88,56
leon	11	137,1433,403,1919,1246,494,989,269,367,1376,839
leonardo	3	243,1574,1213
leopardi	5	856,498,1885,157,1895
lewis	27	776,1576,1479,1390,1547,739,155,984,1979,118,57,1828,132,1201,66,178,484,955,563,79,1821,1616,513,205,880,151,23
lincoln	3	1652,318,1455
lindos	2	855,1388
livio	3	977,536,452
lope	3	1539,188,1827
lorca	5	894,1217,1787,1351,1270
lord	3	1778,979,1463
loriga	3	166,1868,369
louis	6	995,395,688,179,1683,710
lovecraft	4	1215,107,782,1232
luc	2	1668,587
luis	6	70,277,1098,1305,903,702
luther	3	504,1159,1435
mahatma	3	73,1793,1459
malraux	3	112,275,1564
mandela	3	1334,302,1933
manuel	47	1196,1745,1556,1284,1048,1346,1453,842,351,334,1529,1089,1425,1277,435,141,488,1081,1134,1136,1521,1544,414,844,638,133,1960,1963,115,1243,1829,1391,1988,1016,158,473,1316,1024,1609,669,295,1229,652,1975,1966,1474,761
mao	2	385,153
maquiavelo	3	1381,545,1173
marcel	5	1030,1801,1265,1726,147
margueritte	2	678,1716
maria	2	962,1478
marie	3	629,1953,1313
mario	4	1038,1997,707,1682
mark	3	257,1188,211
marlene	3	131,565,812
marqués	1	1327
martin	3	504,1159,1435
martí	4	677,1733,1583,713
marx	4	600,15,177,585
maría	2	307,276
maupassant	119	1242,1584,1757,1389,692,1282,1748,1078,1925,1998,566,1942,194,28,1696,1493,718,1600,657,1884,1445,798,1537,1023,91,520,103,1437,1396,1207,290,906,1102,662,449,396,650,325,309,32,635,693,774,1777,1468,814,146,1621,485,572,1404,896,1985,1686,434,901,528,1167,845,406,1594,1612,1633,656,437,651,891,407,609,1394,456,319,1432,610,1222,576,1758,1185,339,487,956,1912,1981,1724,332,1903,1058,45,1371,234,1480,1658,1649,167,1834,1053,1840,604,65,1707,1875,418,757,869,1798,1813,197,873,186,663,517,1113,925,36,1934,370,1765,661,331
mauriac	3	862,642,1470
maximilien	2	1929,258
melville	4	273,1290,1860,752
mencken	3	1683,179,710
mendoza	8	1703,1629,391,371,1118,574,1560,346
michel	2	1157,1516
miguel	16	1691,1746,1507,1614,723,259,986,1867,1489,81,1618,1819,1416,1727,615,1177
milan	5	212,1699,1597,1026,1577
miller	12	795,89,1970,847,104,879,401,1792,1126,156,71,964
moliere	3	1231,1069,1910
montaigne	2	1157,1516
montesquieu	5	1927,1022,912,886,939
moraes	4	465,1492,892,1241
moreno	39	1196,1556,1284,1048,1346,1453,842,351,334,1529,1089,1277,435,1081,488,1544,1136,414,638,133,1960,1963,115,1243,1829,1391,1988,158,473,1316,1024,1609,669,295,652,1975,1966,1474,761
morrison	3	1191,237,1946
musset	4	265,390,659,286
márquez	40	514,794,135,1759,1937,430,741,1839,947,1403,108,945,792,1056,1383,541,192,700,1639,204,62,874,929,781,1611,1314,1949,1379,577,1178,1535,1666,1141,1797,226,1520,976,1238,1553,5
máximo	3	1106,1323,835
napoleón	3	1360,1378,85
nash	2	1411,207
nelson	3	1334,302,1933
neruda	10	991,458,813,1517,981,31,550,1363,519,1328
nervo	3	183,931,1980
nicholson	1	675
nietzsche	5	1353,1865,29,1524,1125
nievo	2	195,588
nin	2	386,1322
novo	4	805,1076,1025,500
octavio	10	838,905,895,1991,159,1088,361,1491,1140,525
ogden	2	1411,207
orson	3	1145,438,1236
orwell	42	1638,921,1269,235,93,1848,592,1012,393,1601,1722,416,1467,810,1620,1100,1587,1460,279,1817,1888,441,490,1079,1226,38,336,472,1899,185,1073,1665,1262,1510,482,1602,278,248,804,1826,1945,1893
oscar	160	1678,1527,1928,1439,867,1965,219,885,920,1442,1645,1815,1955,54,633,1569,392,1043,548,645,1641,1200,187,77,508,983,852,1766,1530,1542,708,1781,1250,1832,27,1124,1049,1441,788,1508,102,242,1847,647,1989,887,1444,1180,653,987,1779,365,1155,330,2000,1753,705,996,505,1086,1247,1097,1477,898,1166,1331,1999,672,130,313,780,742,524,972,9,1204,940,1153,890,1065,861,1790,1533,448,680,315,1548,478,1575,1486,1289,190,1987,1723,200,569,1362,542,909,621,1147,1292,1421,436,263,121,837,571,948,818,83,1037,1572,1973,474,1604,1457,828,123,252,402,417,1883,578,1062,1047,1791,1045,1760,199,432,1443,251,1382,285,1484,360,1392,1943,1536,674,294,951,1731,1387,992,451,320,314,727,1704,1713,1370,424,1206,859,64,1681,119,744
ovidio	1	1846
pablo	10	991,458,813,1517,981,31,550,1363,519,1328
palacios	3	1558,1794,1295
papini	3	1205,7,61
pascal	4	1430,184,1129,843
patton	3	1526,1303,254
paul	14	68,1671,198,691,1218,1582,1540,457,1968,1077,937,1021,486,493
paulo	4	409,35,1401,1688
pavese	5	394,1494,1690,443,1000
paz	10	838,905,895,1991,159,1088,361,1491,1140,525
pedro	56	1115,1103,958,982,327,777,1372,1591,229,1523,1557,305,1367,1295,442,1974,1135,213,10,530,648,1101,1664,1428,1794,1348,1235,1996,724,18,582,316,1854,1944,706,1203,1350,466,1039,1630,1589,1558,1902,247,191,1005,1805,1809,236,1230,969,731,426,1109,516,1592
pericles	3	603,349,362
peter	3	1487,1886,826
pierre	2	469,1721
poe	65	292,1850,460,1810,1170,1462,1737,1579,1730,1306,1905,337,938,404,1863,1853,888,1253,1472,1240,323,428,751,264,507,1385,215,44,501,860,1044,1179,1272,1610,1705,312,1896,993,1923,329,733,607,1061,1067,1804,916,1490,1672,1900,1279,1831,511,846,1194,1849,1856,1882,1554,750,1369,836,1811,413,173,586
proust	5	1030,1801,1265,1726,147
proverbio	1	86
prévert	3	1501,762,1175
péguy	1	1228
pérez	3	626,1165,754
quevedo	7	34,267,1219,1294,84,1954,881
quiroga	3	293,561,1189
r	2	321,1693
rainer	2	962,1478
ramón	4	1499,722,1266,1855
ray	3	166,1868,369
renard	35	824,120,1881,129,803,12,128,249,281,1017,149,1768,1152,140,423,889,825,1606,1176,1663,440,639,1625,1992,380,1237,589,734,483,994,1251,50,1377,957,422
rené	2	1066,1644
revueltas	10	1769,455,446,1283,510,1676,1339,335,20,1514
rilke	3	962,1635,1478
rivarol	19	682,1032,1776,968,230,666,636,758,76,1446,1706,1914,459,1845,714,1496,1312,949,1844
robert	4	995,395,799,688
robespierre	2	1929,258
rochefoucauld	5	1107,1898,1528,209,377
rosario	9	694,1410,664,1132,399,529,933,496,617
rotterdam	2	114,699
rousseau	3	902,1214,270
rudyard	3	711,783,476
rulfo	119	1803,512,1258,1158,689,785,80,232,1223,1227,1402,1939,233,1171,1431,1833,271,499,311,1035,1210,98,726,255,1756,802,169,224,340,640,152,740,1143,1959,260,1138,1108,622,1617,971,1543,300,1473,1894,1624,1578,1450,1085,125,864,959,1549,1190,1004,1335,1930,1782,789,1623,1677,725,764,953,421,1299,1398,1890,1055,922,1909,1060,364,382,878,1755,1156,1897,1075,1655,1851,697,1202,1562,1660,154,78,665,1636,1743,1762,502,225,1015,583,1650,695,109,95,1374,1458,778,1506,163,1647,644,168,266,854,1879,373,400,189,1498,963,201,228,1605,1595,1234
russell	4	1095,526,1307,1961
sabato	5	872,206,581,462,1415
sabines	4	1197,772,387,763
sabino	3	687,274,704
sadam	1	165
saint-exupéry	4	1503,1692,641,1717
salvador	7	500,1076,805,637,1347,597,1025
samaniego	2	307,276
san	2	980,559
sand	3	1857,534,1561
saramago	14	537,1172,59,1309,172,1315,613,796,1901,544,180,686,1495,1288
sartre	5	198,1218,486,1968,493
schopenhaue	3	527,1646,1343
schweitzer	3	819,532,6
selma	3	1916,222,1406
serna	2	1266,1855
shakespeare	7	1046,381,575,272,965,1154,1407
shakur	1	245
shaw	5	69,1936,944,756,927
simone	4	1424,735,1773,378
sir	3	1057,175,1420
solón	2	181,1607
sontag	2	296,1029
spinoza	4	1926,560,900,1011
stanisław	2	1627,567
stefan	5	1835,1119,1451,1878,1413
steinbeck	4	841,961,1386,562
steiner	2	134,164
stendhal	5	701,1648,1187,1052,1634
stephen	3	193,503,1599
stevens	3	468,1518,1099
stevenson	3	995,395,688
susan	2	296,1029
swift	3	848,985,1397
séneca	6	546,75,287,1296,1783,1763
sófocles	5	1935,1198,865,1358,1429
tagore	2	321,1693
tennessee	3	221,284,1921
terencio	2	1538,866
thomas	3	53,551,755
tito	3	977,536,452
tolstoi	10	137,1433,403,1919,1246,494,989,367,1376,839
torres	39	1196,1556,1284,1048,1346,1453,842,351,334,1529,1089,1277,435,1081,488,1544,1136,414,638,133,1960,1963,115,1243,1829,1391,1988,158,473,1316,1024,1609,669,295,652,1975,1966,1474,761
tupac	1	245
twain	3	257,1188,211
ugo	2	595,747
unamuno	3	1746,1614,1867
ustinov	3	1487,1886,826
vallejo	4	431,342,1321,1918
valéry	5	68,691,1077,937,1021
van	5	412,1628,591,1669,628
vasconcelos	2	445,366
vauvenargues	1	1327
vega	3	1539,188,1827
victor	11	913,1452,967,1209,174,1256,1105,1336,614,253,553
vincent	5	412,1628,591,1669,628
vinci	3	243,1574,1213
vinicius	4	465,1492,892,1241
voltaire	4	148,495,389,978
wallace	3	468,1518,1099
welles	3	1145,438,1236
wilde	160	1678,1527,1928,1439,867,1965,219,885,920,1442,1645,1815,1955,54,633,1569,392,1043,548,645,1641,1200,187,77,508,983,852,1766,1530,1542,708,1781,1250,1832,27,1124,1049,1441,788,1508,102,242,1847,647,1989,887,1444,1180,653,987,1779,365,1155,330,2000,1753,705,996,505,1086,1247,1097,1477,898,1166,1331,1999,672,130,313,780,742,524,972,9,1204,940,1153,890,1065,861,1790,1533,448,680,315,1548,478,1575,1486,1289,190,1987,1723,200,569,1362,542,909,621,1147,1292,1421,436,263,121,837,571,948,818,83,1037,1572,1973,474,1604,1457,828,123,252,402,417,1883,578,1062,1047,1791,1045,1760,199,432,1443,251,1382,285,1484,360,1392,1943,1536,674,294,951,1731,1387,992,451,320,314,727,1704,1713,1370,424,1206,859,64,1681,119,744
william	16	397,1063,1046,696,347,381,575,272,1456,1464,675,965,1002,1154,1407,1122
williams	3	221,284,1921
winston	2	48,37
woody	3	1139,988,1405
yourcenar	2	678,1716
zedong	2	385,153
zweig	5	1835,1119,1451,1878,1413
