adivinado	1	721
adivinar	1	959
adivinen	1	206
adivino	1	437
adiós	4	731,1565,617,1630
admiración	1	1240
adoloridos	1	1374
adoraba	1	919
adorable	1	1681
adorada	1	1630
adornada	1	896
adoro	3	45,370,827
adquiere	1	366
adquirido	1	160
adquiridos	1	1809
adulación	1	482
aduladores	1	1531
adulta	2	588,207
adversario	1	1842
advertir	2	899,1354
advertí	1	371
advertía	1	1555
afectuosa	1	1448
afectó	1	506
afilan	1	1487
afirmarse	1	337
afloraba	1	1302
agarrando	1	446
agarrarla	1	46
agarrarnos	1	1755
agarró	1	340
agitadas	1	1860
agito	1	146
agité	1	1179
agitó	1	1791
agobiados	1	1148
agonía	2	1109,888
agonías	1	1279
agotado	3	1245,1136,427
agotamiento	1	1462
agotar	1	622
agrada	2	812
agradable	5	1192,1752,1248,473,344
agradables	1	77
agradecerle	1	1550
agradecimiento	2	289,1161
agraden	1	249
agradezco	1	943
agravación	1	1371
agravio	1	643
agresivo	1	1127
agria	1	1149
agrupa	1	1489
agua	12	1743,753,304,1315,399,652,441,890,17,1777,1096,451
aguantar	2	1526,1909
aguardan	1	1325
aguas	1	844
agudos	1	902
aguijón	1	1031
agujero	1	802
ah	9	505,1779,19,1291,22,1195,550,676
ahogaba	1	785
ahogada	1	1201
ahogado	1	312
ahogan	1	301
ahogara	1	1777
ahogarla	1	348
ahoguen	1	1209
ahora	38	1340,1045,1451,1687,1567,155,1382,1667,867,274,888,334,542,1351,1734,490,1374,1588,1996,436,1543,582,1201,1275,955,1786,999,1345,816,1500,1241,1525,608,1210,652,205,1313,1537
ahorcado	1	358
ahuyenta	2	24
ahí	6	1281,334,1643,446,435,110
ahínco	1	398
aire	14	1253,1978,1470,737,1557,163,460,930,1464,1578,1149,324,1594,617
aislando	1	33
ajenas	2	1196,1975
ajeno	1	712
al	186	504,498,1189,1162,256,1284,1601,180,404,1341,888,1006,1367,773,1240,717,96,1659,748,141,1860,57,749,918,844,336,6,99,645,1221,1904,1555,1589,830,1077,1809,1849,1035,834,1770,1260,1310,405,1220,1298,460,1596,698,1233,1552,812,1102,887,1180,1271,49,260,751,419,635,1195,1381,1683,705,11,1663,1804,1208,30,462,1141,1624,1446,1149,1490,901,864,649,1618,1153,1594,1866,1028,1504,1042,1261,1575,1486,815,176,1697,704,694,212,1191,223,1354,216,138,24,783,793,621,1147,1051,411,1130,1792,1665,171,1353,267,123,1423,1878,417,332,836,1293,1903,1121,555,45,1047,1592,1791,1497,1834,982,1720,707,1581,372,337,1754,1840,15,1295,905,1974,323,1532,1729,658,1767,869,1664,1096,451,1027,628,873,1643,1693,429,1321,863,745,625,854,876,276,177,970,1370,1856,366,1474,1980,606,1011
alababan	1	1280
alarma	1	380
alas	2	1502,979
alba	1	1475
alberga	1	913
albergue	1	933
alberto	1	919
alborozan	1	1184
alcance	1	1445
alcanzado	1	1710
alcanzarnos	1	1627
alcanzarás	1	597
alcornoques	1	1854
aldabonazo	1	1451
alegoría	1	352
alegra	4	179,127,820,671
alegraba	4	1708,1684,220
alegramos	1	1221
alegrar	1	748
alegrarlo	1	728
alegrarse	1	712
alegrará	2	368,857
alegrarás	1	1876
alegraría	3	66,464,1532
alegre	37	776,19,322,760,116,1364,372,1008,148,919,1341,492,196,1995,96,454,1680,767,877,477,619,1836,1978,1789,632,835,1866,1761,558,719,170,513,954,1594,1887,1763,344
alegremente	8	326,1626,1979,1576,171,955,432,481
alegres	2	1567,768
alegro	3	1977,1913,1461
alegré	3	851,1466,106
alegría	116	1452,884,960,195,1399,760,1120,149,885,347,748,590,156,1820,1264,1904,247,211,1938,1795,1632,654,721,1775,788,1298,618,1233,268,1976,1328,1747,1907,1827,1891,53,161,1428,705,1122,1818,1606,1501,551,552,1329,1151,1941,1255,1212,587,1164,680,1315,269,1066,210,1563,1127,223,63,1147,1640,1814,746,1571,1516,589,800,1513,1622,1423,475,357,784,1903,1694,208,150,1070,222,1418,1198,1104,1397,1375,1924,1673,1582,1729,658,1169,1344,1027,1603,745,297,970,321,1361,1740,1934,900,1296,1286,1545,1474,1800,173,614,71,1138
alegrías	8	1463,1701,380,1074,1327,1741,1625,1420
alegró	3	99,151,1958
alejaban	1	44
alejandrovitch	1	1948
alejarse	1	1399
alejó	1	375
algo	24	166,1494,840,1437,1346,334,1620,57,1725,1222,928,1867,1641,1804,1185,1755,561,1740,908,90,1296,555
alguien	20	1379,841,1725,425,1696,117,1435,1597,1952,1613,1797,1503,1468,1595,798,376,1688
alguna	19	1281,872,537,521,645,1762,1920,1930,1802,551,379,1849,22,929,1149,184,411,1171
algunas	9	1812,1279,1172,101,506,1208,893,526,1357
alguno	3	1465,314,1055
algunos	6	779,956,64,648,1344,1222
algún	12	1007,1211,787,1562,1990,1111,241,958,1956,933,1310,15
alicia	12	984,1201,1979,66,1479,1390,1576,118,1616,57,563,880
aliento	3	234,1489,975
alimenta	4	781,1274,1154,1134
alimentan	1	209
alimento	1	1772
aliocha	1	1541
alivio	1	329
alli	1	1775
allá	7	300,891,1770,1613,789,95,1202
allí	15	1139,1184,484,181,1227,371,1877,1897,509,622,1738,1994,1578,73,1708
alma	27	1508,1791,1512,902,1472,312,6,873,186,961,380,1185,1998,1736,1604,1740,753,1781,35,731,301,331,1491,1567,1702,1406
almas	2	1531,1477
almendras	1	945
almohada	2	1590,109
alpietro	1	1391
alrededor	6	1201,1114,454,1798,1866,1311
alrededores	1	509
alta	4	1590,338,1551,1941
altas	1	557
alteraba	1	1676
alternativas	1	1231
altiva	1	1257
altivez	1	303
alto	3	1281,325,1419
altruismo	1	1542
alturas	1	1947
alucinación	1	901
alucinada	1	399
alumbró	1	1255
alumnos	1	1720
alzaba	2	751,665
alzados	2	1419,1367
alícia	1	151
ama	26	136,980,1484,1499,1659,736,1727,1726,286,1503,1387,1069,928,1129,1478,643,479,1646,546,465,683,496,1790
amaba	6	463,299,280,26,808,1766
amaban	1	686
amabilidad	3	1640,849,1887
amable	3	1351,1192,835
amada	3	1306,1731,898
amadas	1	852
amado	10	267,546,1808,986,666,714,799,612,534,376
amalgama	1	1699
amamos	4	529,318,525,1032
aman	5	1381,666,1260,1300
amando	1	318
amanecer	2	1122,1234
amante	3	97,1069,645
amantes	1	1538
amar	27	591,356,1323,1620,1815,1735,286,1411,1492,387,1029,1176,500,1663,799,367,459,90,363,1781,361,534,679
amara	1	1786
amarga	1	745
amargada	1	937
amargarse	2	937,886
amargas	1	945
amargura	4	846,29,1524,1856
amarguras	1	398
amarla	2	137,1150
amarlas	1	714
amarlo	1	1499
amarnos	1	985
amaros	1	480
amarse	1	633
amasijo	2	1739,1293
ambas	1	987
ambición	2	460,1772
ambiguo	1	501
ambos	1	466
ame	6	136,285,1797,709,1049
amenaza	3	1555,339,103
amenazaba	1	1342
amenazado	1	1574
amenazante	1	454
amenazara	1	1633
amenazarme	1	1149
amenazas	1	1574
amiga	3	1007,1594,280
amigo	8	1071,338,183,618,1411,1358,911,1611
amigos	11	405,719,1626,1362,1229,210,648,866,1248,281,666
amistad	23	1760,1776,1700,210,281,540,1987,1620,438,1141,1583,1914,130,1251,780,1530,159,1088,979,72,1420
amistades	3	536,1845,690
amistoso	1	1607
amo	9	1719,1808,1550,1561,827,1068,1702,356
amor	250	1638,504,1932,1584,1772,550,1906,1383,1434,872,56,1442,1824,786,381,631,204,1100,1780,1815,1488,633,1034,1059,1569,392,964,1899,1799,645,1641,187,14,26,952,1910,1343,345,359,311,1865,772,1530,908,1046,363,1542,834,678,1000,1515,949,1539,788,1857,1107,1517,794,460,1759,1003,1161,647,1591,618,1855,1552,540,1117,1444,1604,740,244,412,1861,49,653,763,1018,1827,87,923,1475,1727,781,2000,1428,996,1247,1007,768,1176,1714,76,438,552,1133,1141,1706,73,672,130,1085,1297,313,780,972,1205,159,1274,35,1088,1618,1846,39,1065,1577,861,1560,1028,795,1598,1197,1776,430,1547,1440,968,677,1538,29,230,176,612,1697,1987,356,1030,1639,1354,1597,1951,24,1733,164,522,1871,895,1384,973,1319,626,1181,948,1146,1583,868,1254,875,1874,838,1353,267,1094,458,1239,236,1302,1457,465,1671,1981,731,1858,979,1491,1245,1406,1778,1935,157,1456,707,1524,1484,1140,1502,1427,1593,711,1522,105,192,1175,882,991,144,737,1266,62,904,490,839,1387,992,1949,451,4,1356,1919,1885,272,1713,1021,68,1290,278,981,1206,1241,900,205,1072,147,602
amoratada	1	1431
amores	8	1691,872,1580,1267,509,1774,945,1248
amorosa	1	251
amoroso	2	1390,523
amortigua	1	1177
amplia	1	1573
amplio	1	325
amándote	1	1844
amárrenlo	1	364
amé	2	519,1517
américa	1	1014
ana	1	344
anciano	2	1908,244
anda	3	201,1047,225
andaba	3	1341,393,285
andamos	1	704
andando	2	1705,1311
andar	2	1348,1655
ando	1	540
andreievna	1	344
andronikov	1	1422
anduve	1	740
anduvo	1	697
andábamos	2	3
angeles	1	1020
angosta	1	896
angustia	11	1621,1207,651,1325,1185,1339,331,337,692,1612,1686
angustiado	1	113
angustias	3	982,1420,229
angustiosa	3	807,339,1658
angustioso	3	319,869,1737
angustiosos	1	1113
anhelo	1	1026
anida	1	1060
anillos	1	1598
animaba	2	1082,1684
animado	3	1907,116,1284
animados	1	1249
animal	2	152,429
animan	1	1480
animosidad	1	97
aniquila	1	1834
aniquilarlos	1	126
anoche	1	798
ansia	2	872,1158
ansiados	1	1224
ansiedad	2	1555,1342
antaño	2	774,1054
ante	15	320,1409,1283,1423,467,1619,1723,1810,671,1998,1306,544,1140,705,358
anteanoche	1	229
anterior	1	990
anteriores	1	1592
antes	20	883,1928,337,1667,218,376,1249,1639,435,1956,1381,1913,336,930,508,731,1148,924,1945,453
antesala	1	791
anticipados	1	888
anticipar	1	1228
antigua	2	107,846
antiguas	2	557,278
antiguo	3	107,1182,93
antiguos	3	25,1848,398
antipatía	1	659
antoja	1	765
antoje	1	1548
antojó	1	584
anudan	1	421
anunciarse	1	435
apaciguada	1	470
apaga	1	1205
apagados	1	1490
apagar	1	1601
apagarlo	1	451
apague	1	400
apagó	1	169
apareció	1	1249
aparecía	2	1393,1034
apariencia	1	970
apartamento	1	608
apartamos	1	1610
aparte	1	1673
apartó	1	1233
apasionadas	1	1194
apasionado	1	1069
apasionamiento	1	915
apatía	1	1462
apenas	6	154,1975,923,1661,209,1871
apenitas	1	1431
aplacar	1	550
aplasta	1	1113
aplastaba	1	1546
aplastando	1	279
aplastar	1	923
aplastarlo	2	1925,485
aplaudida	1	1589
aplausos	1	237
aplicar	1	1275
apodera	1	449
apoderado	1	1724
apoderarse	1	916
apoderó	1	811
apoyó	1	990
aprecia	1	1214
apreciaba	1	137
apreciar	1	403
aprende	4	626,937,709,1383
aprender	1	1628
aprensión	1	339
apresuraban	1	1969
apresuré	1	406
apretaba	1	261
apretadas	1	125
apretados	3	512,1769,1617
apretando	1	446
apretaron	1	1554
apretones	1	779
apretándose	1	147
apreté	1	1190
aprieta	3	789,1078
aprovecha	1	297
aprovechó	2	1711,936
aproxima	3	339,530,103
aptitud	1	601
apurado	1	1728
apuros	1	1944
aquel	31	282,899,243,1053,759,1303,1861,1959,1216,87,1044,850,1273,1588,33,1978,712,1287,986,1892,1967,745,1232,817,383,97,731,1933,1234
aquella	32	280,322,840,802,1233,1102,1367,1438,1673,1240,786,456,807,264,860,1610,1273,33,358,1422,1007,1999,1257,1684,1423,1908,1724,43,453,1304
aquellas	3	905,1959,1245
aquello	6	277,14,1082,1454,1273,1481
aquellos	14	388,1580,69,1220,1354,570,714,509,648,1988,565,684,377,704
aquéllos	2	452,1475
aquí	34	1242,776,478,1591,789,694,542,1402,213,312,1739,1670,1592,1654,898,1814,1892,1642,271,1149,818,191,1546,742,1230,649,398,1934,450,1293,496,45,656
arcabuceaba	1	139
arde	1	1720
ardiendo	1	1769
ardiente	6	538,719,1598,1440,176,1593
ardor	3	456,480,8
ardrés	1	1958
arena	2	1002,1883
argumentos	1	1871
aritmética	1	1131
arles	2	1556,1089
arma	2	1820,956
armario	1	718
armas	1	1574
armonía	3	713,829,85
arpa	1	1
arrancaba	1	1298
arrancado	1	845
arrancan	1	1531
arrancarme	1	310
arrasados	1	548
arrastrado	1	248
arrastramos	1	689
arrastro	1	132
arrastró	2	888,1506
arrebato	1	1449
arrebatándole	1	1275
arrebató	1	1635
arregla	1	469
arreglan	1	60
arreglando	1	1281
arreglo	1	706
arrepentimiento	1	889
arrepentimientos	1	994
arrodilla	1	1078
arroja	1	239
arrojad	1	1821
arrojados	1	1419
arrojó	2	1467,1635
arruga	1	6
arrugan	1	6
arrugas	1	125
arte	5	626,1886,1668,1411,937
arturo	1	508
artículo	1	843
artístico	1	591
asalto	1	115
asamblea	1	30
ascendiente	1	467
asco	1	365
asemeja	1	269
asesinado	1	1912
asesinando	1	1595
asesinato	3	382,579
asesinatos	1	100
asesino	1	1984
asfixia	1	1113
asilo	1	16
asintiendo	1	1551
asistido	1	1616
asistir	1	1102
asombrado	1	384
asombro	3	807,36,830
asombroso	2	1740,1373
asomo	1	1164
asomándose	1	1431
aspecto	3	329,19,1608
aspectos	1	1290
aspiro	1	1009
asquerosa	2	1924,383
asquerosos	1	1828
astillas	2	1227,1643
astuta	1	262
asunto	2	516,1004
asusta	3	1432,1424,1748
asustaba	1	609
asustaban	1	1409
asustada	1	1096
asustado	4	1743,1978,1655,1114
asustados	1	253
asustarse	1	1670
asustes	1	639
asusto	1	1804
asusté	1	1566
asustó	3	1666,334,802
así	26	1023,1267,1437,540,289,1907,1225,371,1680,648,1101,369,1962,1708,844,645,1642,946,1917,143,1615,1856,205,683,1310,173
ataca	1	677
ataque	2	923,1449
ataques	1	1462
atardecer	4	1497,1006,1534,1754
ataúd	2	323,1306
atemorizada	1	298
atemorizado	1	406
atemorizante	1	325
atendiendo	1	1054
atentamente	1	384
atente	1	920
aterido	1	1811
aterrado	2	384,316
aterradoras	1	1709
aterradores	1	1892
aterrase	1	1900
aterroriza	1	1292
aterrorizado	1	32
aterrorizaron	2	909,1875
aterró	1	329
atiende	1	1860
atmósfera	2	428,804
atormenta	3	873,1885,1522
atornillada	1	1610
atracción	1	1491
atrae	2	1321,1668
atraerse	1	1541
atraje	1	1169
atrajo	1	786
atrapado	1	246
atravesada	2	1675
atravesaron	1	830
atravesó	1	1117
atraviesa	1	1252
atraído	2	538,1324
atreve	1	356
atreverme	1	692
atreverías	1	1271
atrevido	2	1150,1147
atrevidos	1	998
atrevió	1	1062
atrevo	1	1023
atrevían	1	194
atrio	1	305
atrocidades	1	134
atroz	4	1185,1955,561,657
atrozmente	1	1998
atrás	6	1119,1544,574,919,202,1931
aturdirme	1	1423
até	1	1856
atónita	1	250
audaz	1	1810
aulló	2	1207
aumenta	2	146,396
aumentado	1	1440
aumentando	1	151
aumentar	1	680
aun	4	1224,307,1005,1630
aunque	16	489,18,558,768,136,908,1290,1650,1448,1462,1742,385,1774,606,1915,1234
ausencia	3	221,460,21
austríaca	1	1083
autorebajamiento	1	810
autores	1	71
auténtico	1	1560
avanzada	1	1842
avanzar	1	1708
avaricia	2	1867,1072
aventura	1	251
avergonzado	1	220
aversión	1	836
avidez	1	1600
aviesa	1	1662
avive	1	267
avión	1	1236
ay	2	1885,1955
ayer	4	690,1591,1276,154
ayuda	1	1527
ayuntamiento	1	429
azabache	1	1804
azadón	1	150
azahar	1	1743
azotan	1	680
azules	1	1414
azúcar	1	1833
añadido	1	1130
añadirse	1	1581
añadiré	1	728
añadió	3	875,1505,1308
año	1	162
años	16	1215,125,1967,488,154,665,1581,1079,1124,919,1427,684,33,360,6
aún	16	773,1810,572,1773,899,1736,1774,1813,1940,938,1610,1096,339,28,1301
bacteria	1	961
bailando	1	481
bailarines	1	314
baile	1	1941
baja	5	397,1882,118,1784,566
bajando	1	416
bajar	2	1527,351
bajaron	1	1963
bajará	1	1743
bajas	1	301
bajito	1	1465
bajo	13	197,1342,1271,723,737,485,718,402,1435,1998,109,1757,5
bajos	1	627
bajársenos	1	271
bajó	5	234,55,1545,1147,705
balazos	1	1436
balbucí	1	326
ballena	1	1860
banco	1	11
bandido	1	231
bandolero	1	1436
barbilla	1	234
barcelonesa	1	391
barril	1	1856
barrio	1	1784
barro	1	1061
basa	1	1343
basado	1	1796
basarse	1	278
base	4	1832,1429,1443,105
basta	6	831,1318,768,1881,1218,1417
bastan	1	1228
bastante	6	1622,787,1759,322,1345,985
bastones	1	1330
bastó	1	1804
basura	1	1184
batalla	1	1885
batallas	1	139
batallón	2	1338,1130
batería	1	481
batir	1	1941
bautizar	1	1394
bañar	1	260
bañarse	1	1212
beber	2	33,1008
bebida	1	1042
bebía	2	1600,798
bella	5	1311,1326,1853,1300
bellaco	1	950
bellas	2	1760,653
belleza	11	1640,460,727,74,1773,1853,1697,573,1305,1213
bellezas	1	170
bello	2	293,861
bendecido	1	941
bendecir	1	1924
bendeciré	1	1180
beneficiosa	2	1795,1818
benevolencia	1	1716
besa	5	205,738,1122,910
besaba	1	234
besado	1	1258
besamos	1	1749
besarla	1	46
besarte	1	1340
beso	6	390,1922,896,1265,233
besos	6	1945,729,1963,147
besándole	1	890
besé	2	1193,261
besó	4	263,1753,1883,1467
bichos	1	1828
bien	45	822,1327,689,155,1443,1382,148,1593,376,218,1444,1719,953,1743,1958,1317,381,368,1216,1362,1532,1860,138,471,1568,992,1222,1356,712,837,639,1455,30,1257,191,1626,554,1864,1090,924,124,173,1625,744
bienes	1	156
bienestar	1	1612
bienhechor	1	256
bigotes	1	1821
biliosos	1	1465
billete	1	563
bioring	1	1806
bizkainos	1	704
blanca	2	1576,1414
blanche	1	654
blanco	3	1357,205,1908
blancos	5	687,1431,199,1804,1544
blancura	1	1998
blasfemia	1	1168
blusa	1	234
boca	23	1598,984,1749,1970,1870,583,806,1860,309,1349,1617,17,896,1883,1374,1309,798
bocas	2	167,1945
boda	1	1059
bodas	1	1355
boliche	1	555
bolsón	1	1728
bondad	4	1740,518,1697,1817
bonita	2	1392,778
bonitas	1	1758
borde	2	1349,806
borgia	1	1824
borracho	1	1042
borrar	1	601
borró	1	1873
bosque	4	151,406,776,1616
bota	1	279
bovedilla	1	1856
brasero	1	566
bravo	1	958
brazos	8	167,1549,1208,1630,1467,1120,41,1085
bridas	1	1104
brilla	1	738
brillaba	2	63,341
brillaban	3	897,1440,357
brillante	2	1970,1249
brillantes	2	1193,896
brillo	2	669,1064
brilló	1	721
brindaban	1	1182
brindan	1	64
briznas	1	1819
bromas	1	745
bromeaba	1	654
bromearon	1	779
bronce	1	1399
brotaba	1	1395
brotó	1	427
bruja	2	1975,1989
brujas	3	1196,1529,1556
bruscamente	3	1465,1777,1454
brusquedad	1	418
brutal	1	1917
brutalmente	1	728
bríos	1	857
buen	9	1099,379,745,30,799,982,817,670,346
buena	14	812,1789,1981,580,857,214,53,1901,1955,161,1417,404,1987,1151
buenas	3	1898,587,1953
buenmozo	1	454
bueno	6	986,1264,1112,1904,491,1949
buenos	3	1519,1642,1155
buitre	1	1134
bulto	2	1609,1629
burgel	1	306
burgués	1	745
burla	3	586,855,767
burlaba	1	1958
burlas	3	1007,584,1541
busca	10	150,1643,225,1119,181,1699,968,31,1141,1159
buscaba	1	1784
buscaban	1	351
buscan	1	1749
buscando	3	794,1277,67
buscar	1	491
buscarla	1	1264
buscarle	1	1532
buscarme	2	478,1368
buscarnos	1	3
busco	1	1721
busque	1	1132
busqué	2	255,519
bárbaro	1	1676
básicas	1	56
cabales	1	95
cabalgamos	1	123
caballero	4	1225,210,513
caballo	4	1562,314,787
cabe	2	959,1642
cabecera	1	466
cabello	4	1135,845,1908,1593
cabellos	6	738,1804,1306,414,310,1791
cabeza	23	787,155,1551,906,1127,984,454,1952,1544,767,530,1960,1356,875,1862,384,79,1408,402,181,990,1153,1332
cabezas	1	367
cabo	2	1581,1310
cabrío	1	1791
cada	39	1278,1627,1451,235,1228,1834,1782,1771,1667,351,642,207,966,389,1673,1055,998,85,138,1013,233,1506,856,1918,113,509,1265,1302,559,1605,366,1121,1694,344
cadavérica	1	507
cadena	1	747
cadenas	1	1271
caderas	1	414
caderousse	2	849,101
cadáver	9	371,1208,1908,1738,938,1357,1610,1833,888
cadáveres	2	1931,1988
cae	2	923,239
caen	1	488
caer	9	388,163,1435,1575,1849,1908,1605,869
caiga	2	405,628
caigo	1	1777
caja	1	1295
cajón	1	764
calamidad	1	192
calavera	1	340
caliente	1	1085
calla	1	236
callamos	1	623
callarme	1	853
calle	2	334,1976
calles	4	1184,1014,1089,1964
calló	2	447,572
calma	3	454,1448,1948
calor	6	717,500,1497,1777,1557,1006
calumnia	2	1504,521
calumniado	1	1902
calumniador	1	1504
cama	11	1375,814,577,718,1776,1078,1590,853,1777,692,764
camarada	1	521
camaradas	1	456
cambiado	2	1950,1338
cambiar	1	1965
cambio	3	905,492,439
cambios	1	1224
camina	1	611
caminando	2	1497,1006
caminar	1	1966
caminata	1	611
caminero	1	1729
camino	6	814,1640,1518,1658,1552,1931
caminos	3	540,625,887
caminó	1	454
camisa	1	1414
camión	1	975
campana	1	1594
campo	4	1998,645,147,1534
campos	1	205
canalla	1	524
canasto	1	1404
canciones	2	369
canción	1	513
canillas	1	1833
cansa	2	1783,544
cansaba	1	1361
cansado	3	1519,1603
cansancio	1	473
cantar	1	1903
cante	1	513
canto	1	1
canté	1	924
capaces	3	1916,1131,1401
capacidad	1	504
capaz	3	137,1620,1008
capitán	4	1523,1101,477,316
capricho	2	392
cara	18	694,125,1470,1431,1506,1787,580,507,1842,1968,665,1545,1610,1836,1060,233,926
caracolas	1	890
carcajada	2	982,310
carcajadas	2	1745,1017
carcelero	2	1643,1800
carceleros	1	139
carencia	1	907
careta	2	1607,250
carga	2	1553,1498
cargaba	1	1623
cargada	3	538,55,770
cargado	2	1594,1557
caricia	1	703
caricias	2	435,1557
cariño	2	1366,1565
cariñosa	1	1711
carlos	1	1552
carne	3	631,339,772
caro	3	168,1335,1824
carretas	1	1964
carretero	1	33
carros	1	1227
carroña	1	676
carruaje	2	917,375
carta	3	1551,1422
cartas	4	1184,1857,1862
carton	1	506
carácter	3	619,1462,1740
